Commodities,City,Date,Price
Beras,kab-sintang,2020-11-05,11800
Beras,kab-sintang,2020-01-06,11800
Beras,kab-sintang,2020-02-06,11850
Beras,kab-sintang,2020-03-06,11850
Beras,kab-sintang,2020-04-06,11900
Beras,kab-sintang,2020-05-06,11900
Beras,kab-sintang,2020-07-06,11850
Beras,kab-sintang,2020-08-06,11850
Beras,kab-sintang,2020-10-06,11800
Beras,kab-sintang,2020-11-06,11800
Beras,kab-sintang,2020-01-07,11800
Beras,kab-sintang,2020-02-07,11850
Beras,kab-sintang,2020-04-07,11900
Beras,kab-sintang,2020-05-07,11950
Beras,kab-sintang,2020-07-07,11850
Beras,kab-sintang,2020-08-07,11850
Beras,kab-sintang,2020-09-07,11800
Beras,kab-sintang,2020-10-07,11800
Beras,kab-sintang,2020-12-07,11800
Beras,kab-sintang,2020-01-08,11800
Beras,kab-sintang,2020-04-08,11900
Beras,kab-sintang,2020-05-08,11900
Beras,kab-sintang,2020-06-08,11900
Beras,kab-sintang,2020-07-08,11850
Beras,kab-sintang,2020-09-08,11800
Beras,kab-sintang,2020-10-08,11800
Beras,kab-sintang,2020-12-08,11800
Beras,kab-sintang,2020-01-09,11800
Beras,kab-sintang,2020-03-09,11850
Beras,kab-sintang,2020-04-09,11900
Beras,kab-sintang,2020-06-09,11850
Beras,kab-sintang,2020-07-09,11850
Beras,kab-sintang,2020-09-09,11800
Beras,kab-sintang,2020-10-09,11800
Beras,kab-sintang,2020-11-09,11800
Beras,kab-sintang,2020-12-09,12600
Beras,kab-sintang,2020-01-10,11850
Beras,kab-sintang,2020-02-10,11850
Beras,kab-sintang,2020-03-10,11850
Beras,kab-sintang,2020-04-10,11550
Beras,kab-sintang,2020-06-10,11850
Beras,kab-sintang,2020-07-10,11850
Beras,kab-sintang,2020-08-10,11850
Beras,kab-sintang,2020-09-10,11800
Beras,kab-sintang,2020-11-10,11800
Beras,kab-sintang,2020-12-10,11800
Beras,kab-sintang,2020-02-11,11850
Beras,kab-sintang,2020-03-11,11850
Beras,kab-sintang,2020-05-11,11900
Beras,kab-sintang,2020-06-11,11850
Beras,kab-sintang,2020-08-11,11850
Beras,kab-sintang,2020-09-11,11800
Beras,kab-sintang,2020-11-11,11800
Beras,kab-sintang,2020-12-11,11800
Beras,kab-sintang,2020-02-12,11850
Beras,kab-sintang,2020-03-12,11850
Beras,kab-sintang,2020-05-12,11900
Beras,kab-sintang,2020-06-12,11850
Beras,kab-sintang,2020-08-12,11850
Beras,kab-sintang,2020-10-12,11800
Beras,kab-sintang,2020-11-12,11800
Beras,kab-sintang,2020-01-13,11800
Beras,kab-sintang,2020-02-13,11850
Beras,kab-sintang,2020-03-13,11850
Beras,kab-sintang,2020-04-13,11900
Beras,kab-sintang,2020-05-13,11900
Beras,kab-sintang,2020-07-13,11850
Beras,kab-sintang,2020-08-13,11850
Beras,kab-sintang,2020-10-13,11800
Beras,kab-sintang,2020-11-13,11800
Beras,kab-sintang,2020-01-14,11850
Beras,kab-sintang,2020-02-14,11900
Beras,kab-sintang,2020-04-14,11900
Beras,kab-sintang,2020-05-14,11900
Beras,kab-sintang,2020-07-14,12000
Beras,kab-sintang,2020-08-14,11850
Beras,kab-sintang,2020-09-14,11800
Beras,kab-sintang,2020-10-14,11800
Beras,kab-sintang,2020-12-14,11800
Beras,kab-sintang,2020-01-15,11850
Beras,kab-sintang,2020-04-15,11900
Beras,kab-sintang,2020-05-15,11900
Beras,kab-sintang,2020-06-15,11850
Beras,kab-sintang,2020-07-15,11850
Beras,kab-sintang,2020-09-15,11800
Beras,kab-sintang,2020-10-15,11800
Beras,kab-sintang,2020-12-15,11800
Beras,kab-sintang,2020-01-16,11850
Beras,kab-sintang,2020-03-16,11850
Beras,kab-sintang,2020-04-16,11950
Beras,kab-sintang,2020-06-16,11850
Beras,kab-sintang,2020-07-16,11850
Beras,kab-sintang,2020-09-16,11800
Beras,kab-sintang,2020-10-16,11800
Beras,kab-sintang,2020-11-16,11800
Beras,kab-sintang,2020-12-16,11800
Beras,kab-sintang,2020-01-17,11850
Beras,kab-sintang,2020-02-17,11900
Beras,kab-sintang,2020-03-17,11850
Beras,kab-sintang,2020-04-17,11950
Beras,kab-sintang,2020-06-17,11850
Beras,kab-sintang,2020-07-17,11850
Beras,kab-sintang,2020-08-17,11700
Beras,kab-sintang,2020-09-17,11800
Beras,kab-sintang,2020-11-17,11800
Beras,kab-sintang,2020-12-17,11800
Beras,kab-sintang,2020-02-18,11850
Beras,kab-sintang,2020-03-18,11850
Beras,kab-sintang,2020-05-18,11900
Beras,kab-sintang,2020-06-18,11850
Beras,kab-sintang,2020-08-18,11850
Beras,kab-sintang,2020-09-18,11800
Beras,kab-sintang,2020-11-18,11800
Beras,kab-sintang,2020-12-18,11800
Beras,kab-sintang,2020-02-19,11850
Beras,kab-sintang,2020-03-19,11850
Beras,kab-sintang,2020-05-19,11900
Beras,kab-sintang,2020-06-19,11850
Beras,kab-sintang,2020-08-19,11850
Beras,kab-sintang,2020-10-19,11800
Beras,kab-sintang,2020-11-19,11800
Beras,kab-sintang,2020-01-20,11850
Beras,kab-sintang,2020-02-20,11850
Beras,kab-sintang,2020-03-20,11900
Beras,kab-sintang,2020-04-20,11950
Beras,kab-sintang,2020-05-20,11900
Beras,kab-sintang,2020-07-20,11850
Beras,kab-sintang,2020-08-20,10950
Beras,kab-sintang,2020-10-20,11800
Beras,kab-sintang,2020-11-20,11800
Beras,kab-sintang,2020-01-21,11850
Beras,kab-sintang,2020-02-21,11850
Beras,kab-sintang,2020-04-21,11950
Beras,kab-sintang,2020-05-21,12600
Beras,kab-sintang,2020-07-21,11850
Beras,kab-sintang,2020-08-21,11900
Beras,kab-sintang,2020-09-21,11800
Beras,kab-sintang,2020-10-21,11800
Beras,kab-sintang,2020-12-21,11800
Beras,kab-sintang,2020-01-22,11850
Beras,kab-sintang,2020-04-22,11950
Beras,kab-sintang,2020-05-22,12300
Beras,kab-sintang,2020-06-22,11850
Beras,kab-sintang,2020-07-22,11850
Beras,kab-sintang,2020-09-22,11800
Beras,kab-sintang,2020-10-22,11800
Beras,kab-sintang,2020-12-22,11800
Beras,kab-sintang,2020-01-23,11850
Beras,kab-sintang,2020-03-23,11850
Beras,kab-sintang,2020-04-23,11950
Beras,kab-sintang,2020-06-23,11850
Beras,kab-sintang,2020-07-23,11850
Beras,kab-sintang,2020-09-23,11800
Beras,kab-sintang,2020-10-23,11800
Beras,kab-sintang,2020-11-23,11800
Beras,kab-sintang,2020-12-23,11800
Beras,kab-sintang,2020-01-24,11850
Beras,kab-sintang,2020-02-24,11850
Beras,kab-sintang,2020-03-24,11850
Beras,kab-sintang,2020-04-24,11950
Beras,kab-sintang,2020-06-24,11850
Beras,kab-sintang,2020-07-24,11850
Beras,kab-sintang,2020-08-24,11850
Beras,kab-sintang,2020-09-24,11800
Beras,kab-sintang,2020-11-24,11800
Beras,kab-sintang,2020-12-24,11950
Beras,kab-sintang,2020-02-25,11850
Beras,kab-sintang,2020-03-25,11050
Beras,kab-sintang,2020-05-25,13100
Beras,kab-sintang,2020-06-25,11850
Beras,kab-sintang,2020-08-25,11850
Beras,kab-sintang,2020-09-25,11800
Beras,kab-sintang,2020-11-25,11800
Beras,kab-sintang,2020-12-25,11800
Beras,kab-sintang,2020-02-26,11850
Beras,kab-sintang,2020-03-26,11850
Beras,kab-sintang,2020-05-26,11900
Beras,kab-sintang,2020-06-26,11850
Beras,kab-sintang,2020-08-26,11850
Beras,kab-sintang,2020-10-26,11800
Beras,kab-sintang,2020-11-26,11800
Beras,kab-sintang,2020-01-27,11850
Beras,kab-sintang,2020-02-27,11850
Beras,kab-sintang,2020-03-27,11850
Beras,kab-sintang,2020-04-27,11950
Beras,kab-sintang,2020-05-27,11900
Beras,kab-sintang,2020-07-27,11850
Beras,kab-sintang,2020-08-27,11850
Beras,kab-sintang,2020-10-27,11800
Beras,kab-sintang,2020-11-27,11800
Beras,kab-sintang,2020-01-28,11850
Beras,kab-sintang,2020-02-28,11850
Beras,kab-sintang,2020-04-28,11900
Beras,kab-sintang,2020-05-28,11900
Beras,kab-sintang,2020-07-28,11850
Beras,kab-sintang,2020-08-28,11850
Beras,kab-sintang,2020-09-28,11800
Beras,kab-sintang,2020-10-28,11400
Beras,kab-sintang,2020-12-28,11800
Beras,kab-sintang,2020-01-29,11850
Beras,kab-sintang,2020-04-29,11900
Beras,kab-sintang,2020-05-29,11900
Beras,kab-sintang,2020-06-29,11850
Beras,kab-sintang,2020-07-29,11850
Beras,kab-sintang,2020-09-29,11800
Beras,kab-sintang,2020-10-29,11950
Beras,kab-sintang,2020-12-29,11800
Beras,kab-sintang,2020-01-30,11850
Beras,kab-sintang,2020-03-30,11900
Beras,kab-sintang,2020-04-30,11900
Beras,kab-sintang,2020-06-30,11850
Beras,kab-sintang,2020-07-30,11850
Beras,kab-sintang,2020-09-30,11800
Beras,kab-sintang,2020-10-30,12150
Beras,kab-sintang,2020-11-30,11800
Beras,kab-sintang,2020-12-30,11800
Beras,kab-sintang,2020-01-31,11850
Beras,kab-sintang,2020-03-31,11900
Beras,kab-sintang,2020-07-31,10900
Beras,kab-sintang,2020-08-31,11850
Beras,kab-sintang,2020-12-31,12300
Daging Ayam,kab-sintang,2020-01-01,31050
Daging Ayam,kab-sintang,2020-04-01,31050
Daging Ayam,kab-sintang,2020-05-01,32950
Daging Ayam,kab-sintang,2020-06-01,38450
Daging Ayam,kab-sintang,2020-07-01,38950
Daging Ayam,kab-sintang,2020-09-01,29950
Daging Ayam,kab-sintang,2020-10-01,31450
Daging Ayam,kab-sintang,2020-12-01,35000
Daging Ayam,kab-sintang,2020-01-02,35050
Daging Ayam,kab-sintang,2020-03-02,33100
Daging Ayam,kab-sintang,2020-04-02,30800
Daging Ayam,kab-sintang,2020-06-02,37750
Daging Ayam,kab-sintang,2020-07-02,39200
Daging Ayam,kab-sintang,2020-09-02,30150
Daging Ayam,kab-sintang,2020-10-02,31400
Daging Ayam,kab-sintang,2020-11-02,34050
Daging Ayam,kab-sintang,2020-12-02,34850
Daging Ayam,kab-sintang,2020-01-03,35050
Daging Ayam,kab-sintang,2020-02-03,32400
Daging Ayam,kab-sintang,2020-03-03,33000
Daging Ayam,kab-sintang,2020-04-03,30650
Daging Ayam,kab-sintang,2020-06-03,38000
Daging Ayam,kab-sintang,2020-07-03,39500
Daging Ayam,kab-sintang,2020-08-03,34400
Daging Ayam,kab-sintang,2020-09-03,30350
Daging Ayam,kab-sintang,2020-11-03,34200
Daging Ayam,kab-sintang,2020-12-03,34750
Daging Ayam,kab-sintang,2020-02-04,32450
Daging Ayam,kab-sintang,2020-03-04,33000
Daging Ayam,kab-sintang,2020-05-04,28950
Daging Ayam,kab-sintang,2020-06-04,38200
Daging Ayam,kab-sintang,2020-08-04,34300
Daging Ayam,kab-sintang,2020-09-04,30550
Daging Ayam,kab-sintang,2020-11-04,34350
Daging Ayam,kab-sintang,2020-12-04,34650
Daging Ayam,kab-sintang,2020-02-05,32450
Daging Ayam,kab-sintang,2020-03-05,32850
Daging Ayam,kab-sintang,2020-05-05,29050
Daging Ayam,kab-sintang,2020-06-05,38250
Daging Ayam,kab-sintang,2020-08-05,34050
Daging Ayam,kab-sintang,2020-10-05,31450
Daging Ayam,kab-sintang,2020-11-05,34500
Daging Ayam,kab-sintang,2020-01-06,34200
Daging Ayam,kab-sintang,2020-02-06,32500
Daging Ayam,kab-sintang,2020-03-06,32800
Daging Ayam,kab-sintang,2020-04-06,29500
Daging Ayam,kab-sintang,2020-05-06,29150
Daging Ayam,kab-sintang,2020-07-06,39250
Daging Ayam,kab-sintang,2020-08-06,33200
Daging Ayam,kab-sintang,2020-10-06,31550
Daging Ayam,kab-sintang,2020-11-06,34650
Daging Ayam,kab-sintang,2020-01-07,34000
Daging Ayam,kab-sintang,2020-02-07,32650
Daging Ayam,kab-sintang,2020-04-07,29450
Daging Ayam,kab-sintang,2020-05-07,33950
Daging Ayam,kab-sintang,2020-07-07,39400
Daging Ayam,kab-sintang,2020-08-07,33300
Daging Ayam,kab-sintang,2020-09-07,31050
Daging Ayam,kab-sintang,2020-10-07,31550
Daging Ayam,kab-sintang,2020-12-07,34450
Daging Ayam,kab-sintang,2020-01-08,33950
Daging Ayam,kab-sintang,2020-04-08,29350
Daging Ayam,kab-sintang,2020-05-08,29550
Daging Ayam,kab-sintang,2020-06-08,38650
Daging Ayam,kab-sintang,2020-07-08,38950
Daging Ayam,kab-sintang,2020-09-08,31300
Daging Ayam,kab-sintang,2020-10-08,31600
Daging Ayam,kab-sintang,2020-12-08,34350
Daging Ayam,kab-sintang,2020-01-09,33850
Daging Ayam,kab-sintang,2020-03-09,32600
Daging Ayam,kab-sintang,2020-04-09,29500
Daging Ayam,kab-sintang,2020-06-09,38800
Daging Ayam,kab-sintang,2020-07-09,38800
Daging Ayam,kab-sintang,2020-09-09,31450
Daging Ayam,kab-sintang,2020-10-09,31650
Daging Ayam,kab-sintang,2020-11-09,34900
Daging Ayam,kab-sintang,2020-12-09,37200
Daging Ayam,kab-sintang,2020-01-10,34050
Daging Ayam,kab-sintang,2020-02-10,33050
Daging Ayam,kab-sintang,2020-03-10,32550
Daging Ayam,kab-sintang,2020-04-10,31100
Daging Ayam,kab-sintang,2020-06-10,38950
Daging Ayam,kab-sintang,2020-07-10,38250
Daging Ayam,kab-sintang,2020-08-10,32200
Daging Ayam,kab-sintang,2020-09-10,31500
Daging Ayam,kab-sintang,2020-11-10,35000
Daging Ayam,kab-sintang,2020-12-10,34600
Daging Ayam,kab-sintang,2020-02-11,33200
Daging Ayam,kab-sintang,2020-03-11,32600
Daging Ayam,kab-sintang,2020-05-11,30750
Daging Ayam,kab-sintang,2020-06-11,39000
Daging Ayam,kab-sintang,2020-08-11,31700
Daging Ayam,kab-sintang,2020-09-11,31650
Daging Ayam,kab-sintang,2020-11-11,35000
Daging Ayam,kab-sintang,2020-12-11,34800
Daging Ayam,kab-sintang,2020-02-12,33400
Daging Ayam,kab-sintang,2020-03-12,32550
Daging Ayam,kab-sintang,2020-05-12,31150
Daging Ayam,kab-sintang,2020-06-12,38900
Daging Ayam,kab-sintang,2020-08-12,31400
Daging Ayam,kab-sintang,2020-10-12,31700
Daging Ayam,kab-sintang,2020-11-12,35100
Daging Ayam,kab-sintang,2020-01-13,33550
Daging Ayam,kab-sintang,2020-02-13,33500
Daging Ayam,kab-sintang,2020-03-13,32650
Daging Ayam,kab-sintang,2020-04-13,29450
Daging Ayam,kab-sintang,2020-05-13,31650
Daging Ayam,kab-sintang,2020-07-13,36400
Daging Ayam,kab-sintang,2020-08-13,31150
Daging Ayam,kab-sintang,2020-10-13,31950
Daging Ayam,kab-sintang,2020-11-13,35100
Daging Ayam,kab-sintang,2020-01-14,33400
Daging Ayam,kab-sintang,2020-02-14,34000
Daging Ayam,kab-sintang,2020-04-14,29300
Daging Ayam,kab-sintang,2020-05-14,32250
Daging Ayam,kab-sintang,2020-07-14,36050
Daging Ayam,kab-sintang,2020-08-14,31100
Daging Ayam,kab-sintang,2020-09-14,31300
Daging Ayam,kab-sintang,2020-10-14,32000
Daging Ayam,kab-sintang,2020-12-14,35400
Daging Ayam,kab-sintang,2020-01-15,33200
Daging Ayam,kab-sintang,2020-04-15,29200
Daging Ayam,kab-sintang,2020-05-15,32700
Daging Ayam,kab-sintang,2020-06-15,38600
Daging Ayam,kab-sintang,2020-07-15,35700
Daging Ayam,kab-sintang,2020-09-15,31250
Daging Ayam,kab-sintang,2020-10-15,32100
Daging Ayam,kab-sintang,2020-12-15,35550
Daging Ayam,kab-sintang,2020-01-16,33150
Daging Ayam,kab-sintang,2020-03-16,32900
Daging Ayam,kab-sintang,2020-04-16,29000
Daging Ayam,kab-sintang,2020-06-16,38450
Daging Ayam,kab-sintang,2020-07-16,35300
Daging Ayam,kab-sintang,2020-09-16,31400
Daging Ayam,kab-sintang,2020-10-16,32250
Daging Ayam,kab-sintang,2020-11-16,35300
Daging Ayam,kab-sintang,2020-12-16,35900
Daging Ayam,kab-sintang,2020-01-17,33100
Daging Ayam,kab-sintang,2020-02-17,34300
Daging Ayam,kab-sintang,2020-03-17,32950
Daging Ayam,kab-sintang,2020-04-17,28800
Daging Ayam,kab-sintang,2020-06-17,38250
Daging Ayam,kab-sintang,2020-07-17,34950
Daging Ayam,kab-sintang,2020-08-17,30250
Daging Ayam,kab-sintang,2020-09-17,31550
Daging Ayam,kab-sintang,2020-11-17,35350
Daging Ayam,kab-sintang,2020-12-17,35950
Daging Ayam,kab-sintang,2020-02-18,34200
Daging Ayam,kab-sintang,2020-03-18,33000
Daging Ayam,kab-sintang,2020-05-18,34100
Daging Ayam,kab-sintang,2020-06-18,38100
Daging Ayam,kab-sintang,2020-08-18,31250
Daging Ayam,kab-sintang,2020-09-18,31550
Daging Ayam,kab-sintang,2020-11-18,35200
Daging Ayam,kab-sintang,2020-12-18,36100
Daging Ayam,kab-sintang,2020-02-19,34000
Daging Ayam,kab-sintang,2020-03-19,33000
Daging Ayam,kab-sintang,2020-05-19,34300
Daging Ayam,kab-sintang,2020-06-19,37750
Daging Ayam,kab-sintang,2020-08-19,31300
Daging Ayam,kab-sintang,2020-10-19,32500
Daging Ayam,kab-sintang,2020-11-19,35250
Daging Ayam,kab-sintang,2020-01-20,32800
Daging Ayam,kab-sintang,2020-02-20,34050
Daging Ayam,kab-sintang,2020-03-20,33000
Daging Ayam,kab-sintang,2020-04-20,28450
Daging Ayam,kab-sintang,2020-05-20,34750
Daging Ayam,kab-sintang,2020-07-20,33650
Daging Ayam,kab-sintang,2020-08-20,33200
Daging Ayam,kab-sintang,2020-10-20,32400
Daging Ayam,kab-sintang,2020-11-20,35300
Daging Ayam,kab-sintang,2020-01-21,32650
Daging Ayam,kab-sintang,2020-02-21,34200
Daging Ayam,kab-sintang,2020-04-21,28600
Daging Ayam,kab-sintang,2020-05-21,41000
Daging Ayam,kab-sintang,2020-07-21,33600
Daging Ayam,kab-sintang,2020-08-21,33600
Daging Ayam,kab-sintang,2020-09-21,32100
Daging Ayam,kab-sintang,2020-10-21,32450
Daging Ayam,kab-sintang,2020-12-21,36100
Daging Ayam,kab-sintang,2020-01-22,32600
Daging Ayam,kab-sintang,2020-04-22,28800
Daging Ayam,kab-sintang,2020-05-22,37550
Daging Ayam,kab-sintang,2020-06-22,37200
Daging Ayam,kab-sintang,2020-07-22,34300
Daging Ayam,kab-sintang,2020-09-22,32150
Daging Ayam,kab-sintang,2020-10-22,32500
Daging Ayam,kab-sintang,2020-12-22,36450
Daging Ayam,kab-sintang,2020-01-23,32550
Daging Ayam,kab-sintang,2020-03-23,32550
Daging Ayam,kab-sintang,2020-04-23,28950
Daging Ayam,kab-sintang,2020-06-23,37250
Daging Ayam,kab-sintang,2020-07-23,33150
Daging Ayam,kab-sintang,2020-09-23,32250
Daging Ayam,kab-sintang,2020-10-23,32450
Daging Ayam,kab-sintang,2020-11-23,35250
Daging Ayam,kab-sintang,2020-12-23,36300
Daging Ayam,kab-sintang,2020-01-24,32500
Daging Ayam,kab-sintang,2020-02-24,34050
Daging Ayam,kab-sintang,2020-03-24,32400
Daging Ayam,kab-sintang,2020-04-24,28950
Daging Ayam,kab-sintang,2020-06-24,37250
Daging Ayam,kab-sintang,2020-07-24,32950
Daging Ayam,kab-sintang,2020-08-24,30950
Daging Ayam,kab-sintang,2020-09-24,32100
Daging Ayam,kab-sintang,2020-11-24,35300
Daging Ayam,kab-sintang,2020-12-24,39600
Daging Ayam,kab-sintang,2020-02-25,33950
Daging Ayam,kab-sintang,2020-03-25,31150
Daging Ayam,kab-sintang,2020-05-25,40450
Daging Ayam,kab-sintang,2020-06-25,37400
Daging Ayam,kab-sintang,2020-08-25,30800
Daging Ayam,kab-sintang,2020-09-25,32150
Daging Ayam,kab-sintang,2020-11-25,35350
Daging Ayam,kab-sintang,2020-12-25,35350
Daging Ayam,kab-sintang,2020-02-26,33850
Daging Ayam,kab-sintang,2020-03-26,32000
Daging Ayam,kab-sintang,2020-05-26,37150
Daging Ayam,kab-sintang,2020-06-26,37450
Daging Ayam,kab-sintang,2020-08-26,30450
Daging Ayam,kab-sintang,2020-10-26,32800
Daging Ayam,kab-sintang,2020-11-26,35400
Daging Ayam,kab-sintang,2020-01-27,32350
Daging Ayam,kab-sintang,2020-02-27,33600
Daging Ayam,kab-sintang,2020-03-27,32050
Daging Ayam,kab-sintang,2020-04-27,28400
Daging Ayam,kab-sintang,2020-05-27,37050
Daging Ayam,kab-sintang,2020-07-27,33400
Daging Ayam,kab-sintang,2020-08-27,30300
Daging Ayam,kab-sintang,2020-10-27,33000
Daging Ayam,kab-sintang,2020-11-27,35250
Daging Ayam,kab-sintang,2020-01-28,32400
Daging Ayam,kab-sintang,2020-02-28,33400
Daging Ayam,kab-sintang,2020-04-28,28350
Daging Ayam,kab-sintang,2020-05-28,37200
Daging Ayam,kab-sintang,2020-07-28,33800
Daging Ayam,kab-sintang,2020-08-28,30050
Daging Ayam,kab-sintang,2020-09-28,31900
Daging Ayam,kab-sintang,2020-10-28,33000
Daging Ayam,kab-sintang,2020-12-28,36050
Daging Ayam,kab-sintang,2020-01-29,32400
Daging Ayam,kab-sintang,2020-04-29,28500
Daging Ayam,kab-sintang,2020-05-29,37150
Daging Ayam,kab-sintang,2020-06-29,38250
Daging Ayam,kab-sintang,2020-07-29,34350
Daging Ayam,kab-sintang,2020-09-29,31700
Daging Ayam,kab-sintang,2020-10-29,32000
Daging Ayam,kab-sintang,2020-12-29,36000
Daging Ayam,kab-sintang,2020-01-30,32400
Daging Ayam,kab-sintang,2020-03-30,31400
Daging Ayam,kab-sintang,2020-04-30,28500
Daging Ayam,kab-sintang,2020-06-30,38550
Daging Ayam,kab-sintang,2020-07-30,35050
Daging Ayam,kab-sintang,2020-09-30,31450
Daging Ayam,kab-sintang,2020-10-30,36000
Daging Ayam,kab-sintang,2020-11-30,35050
Daging Ayam,kab-sintang,2020-12-30,36150
Daging Ayam,kab-sintang,2020-01-31,32450
Daging Ayam,kab-sintang,2020-03-31,31200
Daging Ayam,kab-sintang,2020-07-31,39750
Daging Ayam,kab-sintang,2020-08-31,29850
Daging Ayam,kab-sintang,2020-12-31,40850
Telur Ayam,kab-sintang,2020-01-01,26100
Telur Ayam,kab-sintang,2020-04-01,26100
Telur Ayam,kab-sintang,2020-05-01,27750
Telur Ayam,kab-sintang,2020-06-01,32050
Telur Ayam,kab-sintang,2020-07-01,26250
Telur Ayam,kab-sintang,2020-09-01,25500
Telur Ayam,kab-sintang,2020-10-01,24100
Telur Ayam,kab-sintang,2020-12-01,26350
Telur Ayam,kab-sintang,2020-01-02,26300
Telur Ayam,kab-sintang,2020-03-02,25550
Telur Ayam,kab-sintang,2020-04-02,26050
Telur Ayam,kab-sintang,2020-06-02,24450
Telur Ayam,kab-sintang,2020-07-02,26200
Telur Ayam,kab-sintang,2020-09-02,25450
Telur Ayam,kab-sintang,2020-10-02,24100
Telur Ayam,kab-sintang,2020-11-02,24850
Telur Ayam,kab-sintang,2020-12-02,26350
Telur Ayam,kab-sintang,2020-01-03,26350
Telur Ayam,kab-sintang,2020-02-03,24750
Telur Ayam,kab-sintang,2020-03-03,25500
Telur Ayam,kab-sintang,2020-04-03,25950
Telur Ayam,kab-sintang,2020-06-03,24500
Telur Ayam,kab-sintang,2020-07-03,26200
Telur Ayam,kab-sintang,2020-08-03,26200
Telur Ayam,kab-sintang,2020-09-03,25450
Telur Ayam,kab-sintang,2020-11-03,24900
Telur Ayam,kab-sintang,2020-12-03,26400
Telur Ayam,kab-sintang,2020-02-04,24700
Telur Ayam,kab-sintang,2020-03-04,25550
Telur Ayam,kab-sintang,2020-05-04,24650
Telur Ayam,kab-sintang,2020-06-04,24550
Telur Ayam,kab-sintang,2020-08-04,26200
Telur Ayam,kab-sintang,2020-09-04,25400
Telur Ayam,kab-sintang,2020-11-04,24900
Telur Ayam,kab-sintang,2020-12-04,26450
Telur Ayam,kab-sintang,2020-02-05,24700
Telur Ayam,kab-sintang,2020-03-05,25500
Telur Ayam,kab-sintang,2020-05-05,24500
Telur Ayam,kab-sintang,2020-06-05,24600
Telur Ayam,kab-sintang,2020-08-05,26200
Telur Ayam,kab-sintang,2020-10-05,24050
Telur Ayam,kab-sintang,2020-11-05,24950
Telur Ayam,kab-sintang,2020-01-06,26050
Telur Ayam,kab-sintang,2020-02-06,24700
Telur Ayam,kab-sintang,2020-03-06,25550
Telur Ayam,kab-sintang,2020-04-06,25950
Telur Ayam,kab-sintang,2020-05-06,24450
Telur Ayam,kab-sintang,2020-07-06,26150
Telur Ayam,kab-sintang,2020-08-06,26150
Telur Ayam,kab-sintang,2020-10-06,23950
Telur Ayam,kab-sintang,2020-11-06,25050
Telur Ayam,kab-sintang,2020-01-07,25950
Telur Ayam,kab-sintang,2020-02-07,24750
Telur Ayam,kab-sintang,2020-04-07,25950
Telur Ayam,kab-sintang,2020-05-07,29300
Telur Ayam,kab-sintang,2020-07-07,26150
Telur Ayam,kab-sintang,2020-08-07,26200
Telur Ayam,kab-sintang,2020-09-07,25300
Telur Ayam,kab-sintang,2020-10-07,23950
Telur Ayam,kab-sintang,2020-12-07,26800
Telur Ayam,kab-sintang,2020-01-08,25900
Telur Ayam,kab-sintang,2020-04-08,26000
Telur Ayam,kab-sintang,2020-05-08,24400
Telur Ayam,kab-sintang,2020-06-08,24800
Telur Ayam,kab-sintang,2020-07-08,26300
Telur Ayam,kab-sintang,2020-09-08,25200
Telur Ayam,kab-sintang,2020-10-08,23900
Telur Ayam,kab-sintang,2020-12-08,27000
Telur Ayam,kab-sintang,2020-01-09,25800
Telur Ayam,kab-sintang,2020-03-09,25700
Telur Ayam,kab-sintang,2020-04-09,26050
Telur Ayam,kab-sintang,2020-06-09,25100
Telur Ayam,kab-sintang,2020-07-09,26150
Telur Ayam,kab-sintang,2020-09-09,25050
Telur Ayam,kab-sintang,2020-10-09,23950
Telur Ayam,kab-sintang,2020-11-09,25150
Telur Ayam,kab-sintang,2020-12-09,29800
